0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140
1,0.85178,-1.4863,-3.9044,-4.933284473997584,-4.278319621668587,-3.087230249557232,-1.9219317741789763,-1.5656617391593919,-1.049395971826724,-0.11277227018858409,-0.0668541011537234,-0.1167673174807794,-0.054315681661131765,-0.04372510842247652,-0.13954332687416662,-0.1681678936141866,-0.10705878392809638,-0.13644,-0.11581,-0.21304,-0.20558,-0.29667,-0.30835999999999997,-0.45524,-0.5001399999999999,-0.45278,-0.57313,-0.70275,-0.64572,-0.69647,-0.78108,-0.8918299999999999,-0.9207200000000001,-0.91456,-1.0264,-1.0027,-0.97887,-0.9047700000000001,-0.69501,-0.68493,-0.51978,-0.4565,-0.31031,-0.26627,-0.10157000000000001,0.031052,0.0035527,0.040426,0.062551,0.06968099999999999,0.2204,0.11792000000000001,0.13016,0.24675999999999998,0.20826999999999998,0.25281,0.29164,0.44067,0.26958000000000004,0.44338999999999995,0.41273999999999994,0.36475,0.46263000000000004,0.35236999999999996,0.55309,0.59359,0.61459,0.5797800000000001,0.6691600000000001,0.71568,0.70625,0.7733300000000001,0.72942,0.7770100000000001,0.7013,0.63203,0.6094,0.57457,0.64886,0.54823,0.43883999999999995,0.47639,0.4359,0.45863000000000004,0.32202,0.29927,0.25183,0.3182,0.24816999999999997,0.23915,0.34581999999999996,0.17787999999999998,0.16034,0.16502,0.19063,0.26688,0.32834,0.47325,0.65288,0.93563,1.0859,1.2351,1.4411,1.6681,1.7529,1.7363,1.5661,1.2614,0.9763,0.68143,0.5185,0.16489,-0.17602,-0.49026000000000003,-0.54466,-0.53981,-0.5815600000000001,-0.6625800000000001,-0.6228600000000001,-0.58955,-0.73232,-0.60769,-0.67342,-0.5921,-0.59932,-0.5325300000000001,-0.5301600000000001,-0.41405,-0.2251,0.32666,1.0291,0.8576299999999999,0.86629,1.1245,1.1699,0.9695799999999999,1.1287,1.7245,1.7819,-0.0026401
1,-0.39453,-3.5866,-4.2592,-4.4047,-3.9142,-2.7608,-1.5827,-1.2862,-0.37835,0.099561,-0.0064594,0.01296,-0.089805,-0.12687,-0.090169,-0.034252,-0.025963999999999997,0.031044,-0.041306999999999996,-0.16339,-0.26089,-0.31682,-0.29388000000000003,-0.35928000000000004,-0.32936,-0.57618,-0.50056,-0.31001999999999996,-0.31740999999999997,-0.44356,-0.6612600000000001,-0.6028100000000001,-0.81148,-0.8762200000000001,-0.9044399999999999,-0.7055600000000001,-0.6302300000000001,-0.74278,-0.80453,-0.75425,-0.7117853911678936,-0.6077509947497982,-0.655353484537323,-0.3717463136899937,-0.22976396212165617,-0.14082936162491852,-0.09065113260668635,-0.10643996988445617,-0.2362159972920934,0.015191728807511344,0.15301491234016118,0.2569448193290981,0.10826885515004406,0.18059234003431712,0.109,-0.085655,-0.064734,0.082508,0.12336,0.15279,0.2267,0.055742999999999994,0.13978,0.09678400000000001,0.13401,0.22335,0.2888,0.2978,0.29486,0.4519,0.42067,0.46781000000000006,0.5551699999999999,0.6220600000000001,0.46035,0.42436999999999997,0.43398000000000003,0.3329,0.48162,0.48733000000000004,0.48213999999999996,0.42633999999999994,0.31611,0.23055,0.38011999999999996,0.35994,0.39985,0.33055,0.2396,0.19272,0.11855999999999998,0.19752,0.19313,0.19535999999999998,0.17412,0.18711,0.034827,0.16087,0.43654,0.40495,0.56714,0.71819,1.0837,1.3405,1.6440000000000001,1.9449,2.1390000000000002,2.0281,1.7719,1.6485,1.395,0.9104200000000001,0.67773,0.36518,-0.13375,-0.3432,-0.22821999999999998,-0.46147,-0.3822,-0.23338000000000003,-0.39439,-0.38354,-0.23123000000000002,-0.2431,-0.18882000000000002,-0.15875999999999998,-0.21422,-0.15286,-0.085858,-0.0037054,0.84355,1.9008,2.0185,1.9814,2.0078,1.0631,0.16868,-0.38534,0.47653,-0.48646999999999996
1,-1.5358,-3.0086,-3.5877,-4.2969844739975835,-4.212519621668586,-3.626330249557232,-2.3706317741789764,-1.562861739159392,-1.513695971826724,-0.8447922701885842,-0.4017031011537234,-0.3749773174807794,-0.16741668166113177,-0.2155301084224765,-0.1727633268741666,-0.1913078936141866,-0.17873878392809636,-0.3044,-0.29098,-0.185,-0.29352,-0.29429,-0.25199,-0.24315,-0.27642,-0.20389000000000002,-0.30903,-0.35036999999999996,-0.24129,-0.28823000000000004,-0.20628000000000002,-0.27196,-0.24796999999999997,-0.18689,-0.18288,-0.11412,-0.10582000000000001,-0.10890999999999999,-0.00061498,-0.12625,-0.041926,-0.050347,-0.07660299999999999,0.045438,0.18198,0.22641999999999998,0.071485,0.094519,0.097125,0.061440999999999996,0.13489,0.14414000000000002,0.11015,0.043621,0.051161,-0.10145,-0.07352,-0.024527,-0.061864999999999996,-0.030024000000000002,0.043149,-0.048534,-0.030188,-0.12183,-0.13021,-0.071392,-0.010529,0.040707,0.011227,-0.027052999999999997,0.084101,0.20503000000000002,0.1735,0.25929,0.27483,0.37578,0.40365,0.31835,0.45627,0.37437,0.31861999999999996,0.34078,0.35007,0.45474,0.45733,0.27159,0.22935999999999998,0.45579,0.36696,0.30238000000000004,0.40371999999999997,0.36976,0.36103,0.31706999999999996,0.51348,0.67142,0.9218700000000001,0.90738,1.0582,1.4203,1.749,1.9454,1.9429,1.8867,1.7714,1.6333,1.5404,1.1808,1.0711,0.8548600000000001,0.47011000000000003,0.0044301,-0.086121,-0.063349,-0.093972,-0.24528000000000003,-0.22416,-0.16751,-0.24647,-0.15289,-0.18139,-0.30479,-0.18949000000000002,-0.18281,-0.11659000000000001,-0.17005,-0.19295,0.059414999999999996,0.59607,1.3258,1.8162,1.6737,1.7299,1.4308,0.8724700000000001,0.021157,-0.93432,-0.92335,-0.38206,-1.2047
1,-0.11252999999999999,-2.8297,-4.1019,-4.2891,-3.8621,-3.0444,-1.9389,-1.5146,-1.2790000000000001,-0.47451000000000004,-0.26741,-0.39475,-0.30412,-0.30585,-0.24183000000000002,-0.3511,-0.32592,-0.38950999999999997,-0.33055999999999996,-0.34121999999999997,-0.43713,-0.33829000000000004,-0.41615,-0.42522,-0.45515,-0.5773,-0.54918,-0.64217,-0.59511,-0.6321899999999999,-0.76322,-0.79001,-0.78663,-0.70323,-0.7929999999999999,-0.8310200000000001,-0.76458,-0.8005800000000001,-0.7167899999999999,-0.64825,-0.6182053911678936,-0.5221009947497982,-0.44980348453732305,-0.3429363136899937,-0.3468639621216562,-0.2128093616249185,-0.06636013260668634,0.0006242301155438461,0.1489240027079066,0.04689872880751135,0.08887991234016118,0.10652481932909805,0.19168885515004405,0.20435234003431713,0.12976,0.20506999999999997,0.13246,0.089746,0.26945,0.25495,0.22196,0.25123,0.29954000000000003,0.32598,0.31128,0.37992,0.47496000000000005,0.39925,0.49746,0.62741,0.5973,0.62234,0.61815,0.59825,0.5516,0.59259,0.61656,0.56535,0.6168399999999999,0.58705,0.54065,0.48036999999999996,0.44808000000000003,0.5079100000000001,0.44793,0.46488,0.48656000000000005,0.42816000000000004,0.39478,0.40646,0.42355,0.25487,0.30965,0.28848,0.37614000000000003,0.49538999999999994,0.63308,0.8140000000000001,0.97896,1.1143,1.3327,1.5437,1.7797,1.8025,1.796,1.7515,1.5614,1.3559999999999999,1.0037,0.75122,0.41081999999999996,-0.0037354999999999997,-0.23754,-0.40044,-0.43587,-0.44128999999999996,-0.47868,-0.41565,-0.54477,-0.48215,-0.40216999999999997,-0.36177,-0.3934,-0.43154,-0.42378000000000005,-0.4754,-0.35311,-0.12437999999999999,-0.0098941,0.49971000000000004,0.9426899999999999,0.85819,1.1016,1.3556,1.4139,1.0791,1.0738,1.5915,1.9124,-0.479
2,0.07253,-0.41615,-0.65782,-1.1736,-1.3763,-1.6123,-1.8873,-1.845,-1.6819,-1.4731,-1.1435,-0.6966,-0.28021,-0.09790900000000001,-0.1172,-0.12966,0.044274,0.35406,0.5677800000000001,0.62045,0.5978399999999999,0.5414100000000001,0.49713999999999997,0.46355,0.46775,0.55038,0.55923,0.47688,0.47268999999999994,0.49532,0.47375,0.48283000000000004,0.52062,0.5328,0.52404,0.51168,0.50162,0.48775,0.45408000000000004,0.40703,0.41527460883210643,0.4863690052502018,0.491676515462677,0.4451336863100063,0.46458603787834385,0.4759806383750815,0.46502286739331367,0.4181900301155438,0.36978400270790657,0.37624272880751136,0.39362491234016117,0.33952481932909806,0.33817885515004403,0.3569223400343171,0.36267,0.41026,0.44509,0.42691999999999997,0.42146000000000006,0.40333,0.3425,0.30904,0.31615,0.33693,0.37128,0.37156,0.37723,0.44948,0.4705,0.41873999999999995,0.40568000000000004,0.44838999999999996,0.49603,0.48651000000000005,0.43705,0.46463000000000004,0.5467,0.54803,0.49838999999999994,0.5196,0.56489,0.55065,0.52753,0.5369,0.55062,0.58208,0.6411399999999999,0.65698,0.6028,0.57316,0.59902,0.60218,0.5761,0.5558,0.54585,0.5142800000000001,0.42965,0.4093,0.47556000000000004,0.4608,0.44114,0.49878999999999996,0.51815,0.49023999999999995,0.4283,0.40568000000000004,0.47157,0.46568999999999994,0.43806999999999996,0.48053999999999997,0.44828,0.33127,0.20854,0.13413,0.19748,0.3396,0.43788999999999995,0.44396,0.33457,0.17182999999999998,0.054629,-0.067784,-0.2141,-0.2244,-0.14687999999999998,-0.21106,-0.42623999999999995,-0.73124,-1.1466,-1.6801,-2.2979,-2.8847,-3.5736,-4.1751,-4.2146,-3.8324,-2.8479,-1.9002,-1.7385,-0.3735
1,-0.42018999999999995,-2.2895,-3.2307,-3.7656,-3.7326,-3.5871,-2.8351,-1.8828,-1.6275,-1.3961,-0.8173699999999999,-0.60097,-0.5991,-0.5567300000000001,-0.56252,-0.48097,-0.51665,-0.47945,-0.46913999999999995,-0.5108600000000001,-0.49146999999999996,-0.56916,-0.5692,-0.55572,-0.5606899999999999,-0.6392399999999999,-0.67472,-0.65708,-0.69763,-0.71862,-0.68302,-0.79405,-0.75342,-0.76603,-0.73826,-0.7805,-0.7610100000000001,-0.69277,-0.67994,-0.71245,-0.6003553911678936,-0.5241209947497981,-0.466703484537323,-0.3848963136899937,-0.3140339621216562,-0.2757493616249185,-0.23105713260668634,-0.20131996988445613,-0.17198599729209343,-0.06503527119248866,-0.09748508765983883,-0.14422518067090198,-0.07155414484995595,-0.09625665996568289,-0.094128,-0.09779199999999999,-0.037322,-0.06779,-0.055179,-0.053068,-0.0431,0.0047511,-0.027188999999999998,0.012098000000000001,0.15422,0.10892,0.10908,0.24848,0.27558,0.33624,0.29353,0.37009000000000003,0.39734,0.43709,0.46321,0.5268,0.50667,0.50917,0.4909,0.53236,0.47703,0.57115,0.52668,0.39535,0.4744,0.42694,0.4449,0.42348,0.39778,0.37748000000000004,0.42745,0.44498000000000004,0.52065,0.5304300000000001,0.69082,0.83324,0.91825,1.0752,1.1571,1.3129,1.6480000000000001,1.8194,1.9162,1.8361,1.797,1.6722,1.4913,1.3952,1.0805,0.85725,0.60844,0.22198,0.098965,0.094937,-0.018631,0.068928,0.084733,0.009735899999999999,0.048141,0.0045883,0.0093862,0.0018390999999999998,0.07135599999999999,0.042397000000000004,0.04665,0.074311,0.06642200000000001,0.19396,0.39098,0.82665,1.1275,1.1005,1.2692,1.3825,1.2892,1.0582,1.0289,1.1909999999999998,1.6219,0.26393
1,-0.36224,-1.7845,-2.5083,-3.3460844739975837,-4.060419621668586,-4.072730249557233,-3.1380317741789763,-1.9447617391593919,-1.613195971826724,-1.159722270188584,-0.5072531011537234,-0.3860273174807794,-0.42518668166113177,-0.4081101084224765,-0.41762332687416653,-0.4480278936141866,-0.4109687839280964,-0.33841,-0.36941999999999997,-0.42583999999999994,-0.42736999999999997,-0.45705,-0.45901000000000003,-0.42788999999999994,-0.4066,-0.50515,-0.42866000000000004,-0.45081000000000004,-0.44278999999999996,-0.35295,-0.46491000000000005,-0.44258000000000003,-0.47388,-0.47921,-0.48162,-0.4169,-0.3913,-0.45746000000000003,-0.36715,-0.28183,-0.2625,-0.19983,-0.14067000000000002,-0.074567,-0.036286,-0.037844,-0.049748,-0.044947,0.023969,0.12430999999999999,0.1091,0.054363,0.015615,0.084814,0.22723000000000002,0.080304,0.08695900000000001,0.20174,0.13552999999999998,0.13975,0.14926,0.26921999999999996,0.23668000000000003,0.23312,0.3359,0.22053000000000003,0.33002,0.4313,0.42393000000000003,0.53115,0.43527,0.6266,0.55432,0.52266,0.57223,0.60659,0.61375,0.59177,0.7087399999999999,0.6430100000000001,0.6012,0.5999399999999999,0.6075699999999999,0.67024,0.64886,0.6173,0.57126,0.5283899999999999,0.5324300000000001,0.52688,0.42468,0.47753,0.42008,0.48202,0.50783,0.55291,0.81903,0.8845700000000001,1.1655,1.335,1.5171,1.8704,2.0282,2.1061,1.9711,1.8668,1.6657,1.5289,1.3482,1.1076,0.8349,0.46331000000000006,0.078313,-0.099346,-0.22446999999999998,-0.16069,-0.20263,-0.22276999999999997,-0.21304,-0.28244,-0.17101,-0.14876,-0.20503000000000002,-0.17522000000000001,-0.24125,-0.21425,-0.14767,-0.056692,0.18511,0.84046,1.6583,1.5683,1.0503,0.10659,-0.88508,-1.6245,-1.7209999999999999,-1.1105,-0.2107,-1.1415
1,0.61603,0.31351,-1.525,-2.7886,-3.5284,-3.6004,-2.5961,-1.9288,-1.4122,-0.49108,-0.30061,-0.45374,-0.36238000000000004,-0.36765,-0.36371,-0.3259,-0.35166,-0.3783,-0.41553999999999996,-0.53872,-0.53996,-0.55295,-0.6782600000000001,-0.60107,-0.741,-0.8551200000000001,-0.9369,-0.97539,-0.97285,-1.0811,-1.1108,-1.16,-1.2651,-1.3396,-1.4353,-1.4141,-1.3526,-1.304,-1.3349,-1.3045,-1.2250253911678937,-1.1765209947497983,-1.0063834845373232,-0.8954563136899937,-0.7901939621216562,-0.5611193616249185,-0.5764271326066863,-0.47778996988445616,-0.35080599729209344,-0.3428872711924887,-0.27629508765983884,-0.09761518067090195,-0.16149114484995597,0.012697340034317117,0.048054,0.0031195999999999997,0.12279000000000001,0.23167,0.25735,0.29453,0.24335,0.41083000000000003,0.47698999999999997,0.5626899999999999,0.76751,0.72316,0.8251799999999999,0.88874,0.9666,0.8890100000000001,0.8860399999999999,0.9956799999999999,1.0977,1.0992,1.0595,0.9728100000000001,0.99461,0.88549,0.9283600000000001,0.9699700000000001,0.7712399999999999,0.7416,0.78567,0.7057,0.644,0.54409,0.58621,0.48234,0.52325,0.40352,0.40765,0.5109,0.41745,0.40599,0.34442,0.36784,0.32583,0.26566,0.3112,0.27014,0.27987,0.42416000000000004,0.47313,0.67908,0.9515299999999999,1.1424,1.2948,1.5332,1.807,2.1102,2.124,1.9465,1.7147,1.6746,1.2793,0.9215,0.18866,-0.16677,-0.17447000000000001,-0.28523000000000004,-0.24886,-0.38795999999999997,-0.32416999999999996,-0.28844000000000003,-0.31942,-0.37335999999999997,-0.28614,-0.26791,-0.33478,-0.22575,-0.16216,-0.055182,0.54567,1.2927,0.8360700000000001,1.1088,1.0568,0.45059,-0.095226,0.44317
1,-1.0052,-2.4363,-3.4994,-3.8296844739975837,-3.7977196216685862,-3.634030249557232,-3.319731774178976,-2.775861739159392,-1.754995971826724,-1.040922270188584,-0.9350431011537234,-0.5726073174807794,-0.22965668166113176,-0.20635010842247653,-0.2015233268741666,-0.12942789361418658,-0.1494287839280964,-0.2014,-0.22885,-0.20212,-0.30374,-0.17736,-0.15702,-0.16399999999999998,-0.13135,-0.09628300000000001,-0.17665999999999998,-0.18897,-0.24326,-0.21235,-0.15103,-0.23826,-0.16849,-0.23053,-0.20057,-0.20345,-0.17618,-0.2123,-0.15242999999999998,-0.15564,-0.14400000000000002,-0.01771,0.0096195,0.020635,-0.19202,-0.1514,-0.13402,-0.044068,0.044815,0.12067,0.13054000000000002,0.015069999999999998,0.12295999999999999,0.18211,0.14845,0.14489000000000002,0.088951,0.16580999999999999,0.036857,0.08148899999999999,0.12966,0.09109400000000001,0.071504,0.019089,0.0028242,0.047080000000000004,0.025487,0.018797,-0.044738,-0.11905999999999999,-0.016008,0.099762,0.19172,0.17977,0.21233000000000002,0.28308,0.28324,0.25873,0.31484,0.43295,0.4377,0.50888,0.37288000000000004,0.45447,0.5556800000000001,0.5431,0.6187,0.6098,0.69447,0.72209,0.6825399999999999,0.91128,0.9166200000000001,1.0481,1.2528,1.5021,1.7648,2.0447,2.204,2.0854,1.7713,1.5918,1.5174,1.3419999999999999,1.1794,0.91581,0.63832,0.31522,0.042942,-0.10884,-0.27260999999999996,-0.34454,-0.28010999999999997,-0.17451,-0.1573,0.0015682,-0.055849,-0.16403,-0.16324,-0.26141,-0.22619,-0.17704,-0.23365999999999998,-0.26081,-0.19305999999999998,-0.073189,0.1799,0.50012,1.0374,1.4136,1.3582,1.2671,0.96672,0.65559,0.22623000000000001,-0.30168,-0.59309,-0.23485,-0.18233,-1.5724
1,-1.151,-3.5349,-4.7941,-5.0567,-4.5264,-3.3664,-2.2706,-1.8127,-0.92865,-0.36296999999999996,-0.22276999999999997,-0.32278,-0.14261,0.056451,0.13182,0.7639199999999999,1.1757,1.1229,0.85651,0.86149,1.095,0.9986299999999999,1.0143,1.1484,1.1054,1.3046,1.179,1.1091,1.1804,0.8850299999999999,0.7599100000000001,0.71337,0.7055600000000001,0.6450100000000001,0.48186999999999997,0.36056,0.12130999999999999,0.028518,0.10627,0.10055,0.12796460883210642,0.1742690052502019,0.279646515462677,0.28764368631000625,0.22920603787834387,0.3439106383750815,0.37730286739331365,0.3679100301155438,0.3594740027079065,0.3099627288075113,0.30453491234016117,0.34177481932909803,0.19847885515004404,0.2420023400343171,0.23933000000000001,0.17157,0.043565,0.051887,0.11535,0.044072,-0.03487,0.084652,0.032409,0.036073,-0.06073200000000001,-0.017686,0.06429800000000001,-0.012674,-0.025646,-0.011662,-0.11362,-0.10119,-0.1629,-0.091115,-0.08858400000000001,-0.06737699999999999,-0.17878,-0.18053,-0.16857,-0.2051,-0.17336,-0.26725,-0.15541,-0.16652999999999998,-0.1579,-0.12505,-0.22916999999999998,-0.12259,-0.11749000000000001,-0.11938,-0.14837,-0.2115,0.053938,-0.23176999999999998,-0.15597,-0.038087,-0.1363,-0.043566,-0.13405,-0.04075,-0.10772999999999999,-0.17939000000000002,-0.17357,-0.19842,-0.16019,-0.14240999999999998,-0.14709,-0.14615,-0.070042,0.045928,0.043498,0.28652,0.6067600000000001,0.76337,1.0063,1.3326,1.3562,1.3109,1.1485,0.89436,0.6754600000000001,0.2032,-0.23717,-0.40915999999999997,-0.44788999999999995,-0.34347,-0.42663,-0.3825,-0.402,-0.35949000000000003,-0.38761,-0.5038699999999999,-0.14146,0.6047100000000001,0.6815399999999999,0.52635,0.688,0.49885,0.21638000000000002,0.39088
