shap.name,shap.Class,shap.subseq,shap.score,shap.thresh
0,0.0,0,0.0,0.0
-6127755158783849163,1.0,"[-0.23062   -0.23062   -0.32402   -0.32402   -0.23062   -0.60785
 -0.60785   -0.88446   -0.88446   -0.60785   -0.60785   -0.69908
 -0.69908   -0.69908   -0.69908   -0.51047   -0.23924   -0.23924
 -0.51047   -0.51047   -0.41923   -0.41923   -0.328     -0.328
 -0.2346    -0.2346    -0.23062   -0.23062   -0.042767  -0.042767
 -0.042767  -0.134     -0.134     -0.12982   -0.12982   -0.22504
 -0.22504   -0.41923   -0.41923   -0.32166   -0.32166   -0.32166
 -0.32117   -0.32117   -0.12553   -0.12553    0.16388    0.16388
  0.066305   0.066305   0.3397     0.4108     0.4108     0.29523
  0.29523    0.2541     0.2541     0.5051     0.5051     0.28362
  0.28362    0.16989    0.21234    0.21234   -0.0016561 -0.0016561
  0.012985   0.012985  -0.11061   -0.11061   -0.17419   -0.17419
 -0.35977    0.0078897  0.0078897 -0.25775   -0.25775    0.0047332
  0.0047332  0.25302    0.25302    0.67551    0.67551    0.46636
  0.46636    0.46636    0.27555    0.27555    0.13203    0.13203
 -0.2274    -0.2274    -0.32262   -0.32262   -0.41923   -0.41923
 -0.22504   -0.41923   -0.41923   -0.32166   -0.32166   -0.32166
 -0.32166  ]",0.45249738645431326,6.1766470433542935
728017788261791028,1.0,"[-0.40502   -0.40502   -0.40502   -0.60625   -0.60625   -0.60625
 -0.60625   -0.90982   -0.90982   -0.90982   -0.90544   -0.90544
 -0.90544   -0.90544   -0.90544   -0.90544   -0.90544   -0.90544
 -0.90544   -0.90544   -0.70612   -0.70612   -0.70612   -0.50637
 -0.50637   -0.50637   -0.4084    -0.4084    -0.4084    -0.4084
 -0.30705   -0.30705   -0.30705   -0.20469   -0.20469   -0.20469
 -0.30267   -0.30267   -0.30267   -0.30267   -0.40254   -0.40254
 -0.40254   -0.19681   -0.19681   -0.19681   -0.094455  -0.094455
 -0.094455   0.0010397  0.0010397  0.0010397  0.0010397  0.36729
  0.36729    0.36729    0.60936    0.60936    0.60936    0.61588
  0.61588    0.61588    0.61588    0.59007    0.59007    0.59007
  0.68255    0.68255    0.68255    0.3163     0.3163     0.3163
  0.32856    0.32856    0.32856    0.32856    0.34842    0.34842
  0.34842    0.34171    0.34171    0.34171    0.14163    0.14163
  0.14163    0.14163    0.52829    0.52829    0.52829    0.37531
  0.37531    0.37531    0.24555    0.24555    0.24555    0.24555
  0.17723    0.17723    0.17723    0.086979   0.086979   0.086979
 -0.29968   -0.29968   -0.29968   -0.40102   -0.40102   -0.40102
 -0.40102   -0.40051   -0.40051   -0.40051   -0.29968   -0.29968
 -0.29968   -0.1998    -0.1998    -0.1998    -0.1998    -0.0061263
 -0.0061263 -0.0061263  0.17723    0.17723    0.17723    0.32626
  0.32626    0.32626    0.27396    0.27396    0.27396    0.27396
  0.36334    0.36334    0.36334    0.4108     0.4108   ]",0.43233970566046515,7.298796311602901
1975610291028296591,1.0,"[-0.51445   -0.80204   -0.80204   -0.41923   -0.41923   -0.2274
 -0.2274    -0.23062   -0.23062   -0.32402   -0.32402   -0.23062
 -0.60785   -0.60785   -0.88446   -0.88446   -0.60785   -0.60785
 -0.69908   -0.69908   -0.69908   -0.69908   -0.51047   -0.23924
 -0.23924   -0.51047   -0.51047   -0.41923   -0.41923   -0.328
 -0.328     -0.2346    -0.2346    -0.23062   -0.23062   -0.042767
 -0.042767  -0.042767  -0.134     -0.134     -0.12982   -0.12982
 -0.22504   -0.22504   -0.41923   -0.41923   -0.32166   -0.32166
 -0.32166   -0.32117   -0.32117   -0.12553   -0.12553    0.16388
  0.16388    0.066305   0.066305   0.3397     0.4108     0.4108
  0.29523    0.29523    0.2541     0.2541     0.5051     0.5051
  0.28362    0.28362    0.16989    0.21234    0.21234   -0.0016561
 -0.0016561  0.012985   0.012985  -0.11061   -0.11061   -0.17419
 -0.17419   -0.35977    0.0078897  0.0078897 -0.25775   -0.25775
  0.0047332  0.0047332  0.25302    0.25302    0.67551    0.67551
  0.46636    0.46636    0.46636    0.27555    0.27555    0.13203
  0.13203   -0.2274    -0.2274    -0.32262   -0.32262   -0.41923
 -0.41923   -0.22504   -0.41923   -0.41923   -0.32166   -0.32166
 -0.32166   -0.32166   -0.12697   -0.12697   -0.2231    -0.2231
 -0.027949  -0.2231    -0.2231    -0.12553   -0.12553   -0.12697
 -0.12697   -0.22504   -0.22504   -0.134     -0.134      0.14357
  0.045993   0.045993   0.035413   0.035413   0.11854    0.11854
  0.086936   0.086936  -0.019297  -0.019297   0.11871  ]",0.43204441323499515,7.379303234383931
4472377502259486368,1.0,"[-0.90982   -0.90982   -0.90982   -0.90544   -0.90544   -0.90544
 -0.90544   -0.90544   -0.90544   -0.90544   -0.90544   -0.90544
 -0.90544   -0.70612   -0.70612   -0.70612   -0.50637   -0.50637
 -0.50637   -0.4084    -0.4084    -0.4084    -0.4084    -0.30705
 -0.30705   -0.30705   -0.20469   -0.20469   -0.20469   -0.30267
 -0.30267   -0.30267   -0.30267   -0.40254   -0.40254   -0.40254
 -0.19681   -0.19681   -0.19681   -0.094455  -0.094455  -0.094455
  0.0010397  0.0010397  0.0010397  0.0010397  0.36729    0.36729
  0.36729    0.60936    0.60936    0.60936    0.61588    0.61588
  0.61588    0.61588    0.59007    0.59007    0.59007    0.68255
  0.68255    0.68255    0.3163     0.3163     0.3163     0.32856
  0.32856    0.32856    0.32856    0.34842    0.34842    0.34842
  0.34171    0.34171    0.34171    0.14163    0.14163    0.14163
  0.14163    0.52829    0.52829    0.52829    0.37531    0.37531
  0.37531    0.24555    0.24555    0.24555    0.24555    0.17723
  0.17723    0.17723    0.086979   0.086979   0.086979  -0.29968
 -0.29968   -0.29968   -0.40102   -0.40102   -0.40102   -0.40102
 -0.40051  ]",0.42299393384335665,6.1753683134210675
-4211123664747144699,1.0,"[-0.33047   -0.33047    0.10515    0.10515   -0.061055   0.38697
  0.38697    0.89617    0.89617    0.98421    0.98421    0.54859
  0.54859    1.0135     1.0135     1.0848     0.57559    0.57559
  0.50175    0.50175    0.30755    0.30755   -0.17513   -0.17513
 -0.60785   -0.60785   -0.51445   -0.80204   -0.80204   -0.41923
 -0.41923   -0.2274    -0.2274    -0.23062   -0.23062   -0.32402
 -0.32402   -0.23062   -0.60785   -0.60785   -0.88446   -0.88446
 -0.60785   -0.60785   -0.69908   -0.69908   -0.69908   -0.69908
 -0.51047   -0.23924   -0.23924   -0.51047   -0.51047   -0.41923
 -0.41923   -0.328     -0.328     -0.2346    -0.2346    -0.23062
 -0.23062   -0.042767  -0.042767  -0.042767  -0.134     -0.134
 -0.12982   -0.12982   -0.22504   -0.22504   -0.41923   -0.41923
 -0.32166   -0.32166   -0.32166   -0.32117   -0.32117   -0.12553
 -0.12553    0.16388    0.16388    0.066305   0.066305   0.3397
  0.4108     0.4108     0.29523    0.29523    0.2541     0.2541
  0.5051     0.5051     0.28362    0.28362    0.16989    0.21234
  0.21234   -0.0016561 -0.0016561  0.012985   0.012985  -0.11061
 -0.11061   -0.17419   -0.17419   -0.35977    0.0078897  0.0078897
 -0.25775   -0.25775    0.0047332  0.0047332  0.25302    0.25302
  0.67551    0.67551    0.46636    0.46636    0.46636    0.27555
  0.27555    0.13203    0.13203   -0.2274    -0.2274    -0.32262
 -0.32262   -0.41923   -0.41923   -0.22504   -0.41923   -0.41923
 -0.32166   -0.32166   -0.32166   -0.32166   -0.12697   -0.12697
 -0.2231    -0.2231    -0.027949  -0.2231    -0.2231    -0.12553
 -0.12553   -0.12697   -0.12697   -0.22504   -0.22504   -0.134
 -0.134      0.14357    0.045993   0.045993   0.035413   0.035413
  0.11854    0.11854    0.086936   0.086936  -0.019297  -0.019297
  0.11871    0.15833    0.15833    0.23938    0.23938    0.1354
  0.1354     0.35681    0.35681  ]",0.4213152981343825,6.911880587071219
9141471181077232815,1.0,"[ 3.5967e-01  3.5967e-01  3.5967e-01  7.2414e-01  7.2414e-01  7.2414e-01
  1.3968e+00  1.3968e+00  1.3968e+00  1.3968e+00  1.6215e+00  1.6215e+00
  1.6215e+00  1.2267e+00  1.2267e+00  1.2267e+00  1.0549e+00  1.0549e+00
  1.0549e+00  3.9925e-01  3.9925e-01  3.9925e-01  3.9925e-01 -8.4648e-02
 -8.4648e-02 -8.4648e-02 -4.0502e-01 -4.0502e-01 -4.0502e-01 -6.0625e-01
 -6.0625e-01 -6.0625e-01 -6.0625e-01 -9.0982e-01 -9.0982e-01 -9.0982e-01
 -9.0544e-01 -9.0544e-01 -9.0544e-01 -9.0544e-01 -9.0544e-01 -9.0544e-01
 -9.0544e-01 -9.0544e-01 -9.0544e-01 -9.0544e-01 -7.0612e-01 -7.0612e-01
 -7.0612e-01 -5.0637e-01 -5.0637e-01 -5.0637e-01 -4.0840e-01 -4.0840e-01
 -4.0840e-01 -4.0840e-01 -3.0705e-01 -3.0705e-01 -3.0705e-01 -2.0469e-01
 -2.0469e-01 -2.0469e-01 -3.0267e-01 -3.0267e-01 -3.0267e-01 -3.0267e-01
 -4.0254e-01 -4.0254e-01 -4.0254e-01 -1.9681e-01 -1.9681e-01 -1.9681e-01
 -9.4455e-02 -9.4455e-02 -9.4455e-02  1.0397e-03  1.0397e-03  1.0397e-03
  1.0397e-03  3.6729e-01  3.6729e-01  3.6729e-01  6.0936e-01  6.0936e-01
  6.0936e-01  6.1588e-01  6.1588e-01  6.1588e-01  6.1588e-01  5.9007e-01
  5.9007e-01  5.9007e-01  6.8255e-01  6.8255e-01  6.8255e-01  3.1630e-01
  3.1630e-01  3.1630e-01  3.2856e-01  3.2856e-01  3.2856e-01  3.2856e-01
  3.4842e-01  3.4842e-01  3.4842e-01  3.4171e-01  3.4171e-01  3.4171e-01
  1.4163e-01  1.4163e-01  1.4163e-01  1.4163e-01  5.2829e-01  5.2829e-01
  5.2829e-01  3.7531e-01  3.7531e-01  3.7531e-01  2.4555e-01  2.4555e-01
  2.4555e-01  2.4555e-01  1.7723e-01  1.7723e-01  1.7723e-01  8.6979e-02
  8.6979e-02  8.6979e-02 -2.9968e-01 -2.9968e-01 -2.9968e-01 -4.0102e-01
 -4.0102e-01 -4.0102e-01 -4.0102e-01 -4.0051e-01 -4.0051e-01 -4.0051e-01
 -2.9968e-01 -2.9968e-01 -2.9968e-01 -1.9980e-01 -1.9980e-01 -1.9980e-01
 -1.9980e-01 -6.1263e-03 -6.1263e-03 -6.1263e-03  1.7723e-01  1.7723e-01
  1.7723e-01  3.2626e-01  3.2626e-01  3.2626e-01  2.7396e-01  2.7396e-01
  2.7396e-01  2.7396e-01  3.6334e-01  3.6334e-01  3.6334e-01  4.1080e-01
  4.1080e-01  4.1080e-01  5.3706e-01  5.3706e-01  5.3706e-01  5.3706e-01
  6.8184e-01  6.8184e-01  6.8184e-01]",0.41992813583444993,6.896785070105861
8543375567795859235,1.0,"[ 1.0549e+00  3.9925e-01  3.9925e-01  3.9925e-01  3.9925e-01 -8.4648e-02
 -8.4648e-02 -8.4648e-02 -4.0502e-01 -4.0502e-01 -4.0502e-01 -6.0625e-01
 -6.0625e-01 -6.0625e-01 -6.0625e-01 -9.0982e-01 -9.0982e-01 -9.0982e-01
 -9.0544e-01 -9.0544e-01 -9.0544e-01 -9.0544e-01 -9.0544e-01 -9.0544e-01
 -9.0544e-01 -9.0544e-01 -9.0544e-01 -9.0544e-01 -7.0612e-01 -7.0612e-01
 -7.0612e-01 -5.0637e-01 -5.0637e-01 -5.0637e-01 -4.0840e-01 -4.0840e-01
 -4.0840e-01 -4.0840e-01 -3.0705e-01 -3.0705e-01 -3.0705e-01 -2.0469e-01
 -2.0469e-01 -2.0469e-01 -3.0267e-01 -3.0267e-01 -3.0267e-01 -3.0267e-01
 -4.0254e-01 -4.0254e-01 -4.0254e-01 -1.9681e-01 -1.9681e-01 -1.9681e-01
 -9.4455e-02 -9.4455e-02 -9.4455e-02  1.0397e-03  1.0397e-03  1.0397e-03
  1.0397e-03  3.6729e-01  3.6729e-01  3.6729e-01  6.0936e-01  6.0936e-01
  6.0936e-01  6.1588e-01  6.1588e-01  6.1588e-01  6.1588e-01  5.9007e-01
  5.9007e-01  5.9007e-01  6.8255e-01  6.8255e-01  6.8255e-01  3.1630e-01
  3.1630e-01  3.1630e-01  3.2856e-01  3.2856e-01  3.2856e-01  3.2856e-01
  3.4842e-01  3.4842e-01  3.4842e-01  3.4171e-01  3.4171e-01  3.4171e-01
  1.4163e-01  1.4163e-01  1.4163e-01  1.4163e-01  5.2829e-01  5.2829e-01
  5.2829e-01  3.7531e-01  3.7531e-01  3.7531e-01  2.4555e-01  2.4555e-01
  2.4555e-01  2.4555e-01  1.7723e-01  1.7723e-01  1.7723e-01  8.6979e-02
  8.6979e-02  8.6979e-02 -2.9968e-01 -2.9968e-01 -2.9968e-01 -4.0102e-01
 -4.0102e-01 -4.0102e-01 -4.0102e-01 -4.0051e-01 -4.0051e-01 -4.0051e-01]",0.4110785096467118,6.938558379185349
-5321416548356234062,1.0,"[-0.51047   -0.51047   -0.51047   -0.51047   -0.33047   -0.33047
  0.10515    0.10515   -0.061055   0.38697    0.38697    0.89617
  0.89617    0.98421    0.98421    0.54859    0.54859    1.0135
  1.0135     1.0848     0.57559    0.57559    0.50175    0.50175
  0.30755    0.30755   -0.17513   -0.17513   -0.60785   -0.60785
 -0.51445   -0.80204   -0.80204   -0.41923   -0.41923   -0.2274
 -0.2274    -0.23062   -0.23062   -0.32402   -0.32402   -0.23062
 -0.60785   -0.60785   -0.88446   -0.88446   -0.60785   -0.60785
 -0.69908   -0.69908   -0.69908   -0.69908   -0.51047   -0.23924
 -0.23924   -0.51047   -0.51047   -0.41923   -0.41923   -0.328
 -0.328     -0.2346    -0.2346    -0.23062   -0.23062   -0.042767
 -0.042767  -0.042767  -0.134     -0.134     -0.12982   -0.12982
 -0.22504   -0.22504   -0.41923   -0.41923   -0.32166   -0.32166
 -0.32166   -0.32117   -0.32117   -0.12553   -0.12553    0.16388
  0.16388    0.066305   0.066305   0.3397     0.4108     0.4108
  0.29523    0.29523    0.2541     0.2541     0.5051     0.5051
  0.28362    0.28362    0.16989    0.21234    0.21234   -0.0016561
 -0.0016561  0.012985   0.012985  -0.11061   -0.11061   -0.17419
 -0.17419   -0.35977    0.0078897  0.0078897 -0.25775   -0.25775
  0.0047332  0.0047332  0.25302    0.25302    0.67551    0.67551
  0.46636    0.46636    0.46636    0.27555    0.27555    0.13203
  0.13203   -0.2274    -0.2274    -0.32262   -0.32262   -0.41923
 -0.41923   -0.22504   -0.41923   -0.41923   -0.32166   -0.32166
 -0.32166   -0.32166   -0.12697   -0.12697   -0.2231    -0.2231
 -0.027949  -0.2231    -0.2231    -0.12553   -0.12553   -0.12697
 -0.12697   -0.22504   -0.22504   -0.134    ]",0.4082139402768349,6.648070326626185
5015514139594382214,1.0,"[-2.0463e-01 -2.0463e-01 -2.0463e-01 -2.0463e-01  3.5967e-01  3.5967e-01
  3.5967e-01  7.2414e-01  7.2414e-01  7.2414e-01  1.3968e+00  1.3968e+00
  1.3968e+00  1.3968e+00  1.6215e+00  1.6215e+00  1.6215e+00  1.2267e+00
  1.2267e+00  1.2267e+00  1.0549e+00  1.0549e+00  1.0549e+00  3.9925e-01
  3.9925e-01  3.9925e-01  3.9925e-01 -8.4648e-02 -8.4648e-02 -8.4648e-02
 -4.0502e-01 -4.0502e-01 -4.0502e-01 -6.0625e-01 -6.0625e-01 -6.0625e-01
 -6.0625e-01 -9.0982e-01 -9.0982e-01 -9.0982e-01 -9.0544e-01 -9.0544e-01
 -9.0544e-01 -9.0544e-01 -9.0544e-01 -9.0544e-01 -9.0544e-01 -9.0544e-01
 -9.0544e-01 -9.0544e-01 -7.0612e-01 -7.0612e-01 -7.0612e-01 -5.0637e-01
 -5.0637e-01 -5.0637e-01 -4.0840e-01 -4.0840e-01 -4.0840e-01 -4.0840e-01
 -3.0705e-01 -3.0705e-01 -3.0705e-01 -2.0469e-01 -2.0469e-01 -2.0469e-01
 -3.0267e-01 -3.0267e-01 -3.0267e-01 -3.0267e-01 -4.0254e-01 -4.0254e-01
 -4.0254e-01 -1.9681e-01 -1.9681e-01 -1.9681e-01 -9.4455e-02 -9.4455e-02
 -9.4455e-02  1.0397e-03  1.0397e-03  1.0397e-03  1.0397e-03  3.6729e-01
  3.6729e-01  3.6729e-01  6.0936e-01  6.0936e-01  6.0936e-01  6.1588e-01
  6.1588e-01  6.1588e-01  6.1588e-01  5.9007e-01  5.9007e-01  5.9007e-01
  6.8255e-01  6.8255e-01  6.8255e-01  3.1630e-01  3.1630e-01  3.1630e-01
  3.2856e-01  3.2856e-01  3.2856e-01  3.2856e-01  3.4842e-01  3.4842e-01
  3.4842e-01  3.4171e-01  3.4171e-01  3.4171e-01  1.4163e-01  1.4163e-01
  1.4163e-01  1.4163e-01  5.2829e-01  5.2829e-01  5.2829e-01  3.7531e-01
  3.7531e-01  3.7531e-01  2.4555e-01  2.4555e-01  2.4555e-01  2.4555e-01
  1.7723e-01  1.7723e-01  1.7723e-01  8.6979e-02  8.6979e-02  8.6979e-02
 -2.9968e-01 -2.9968e-01 -2.9968e-01 -4.0102e-01 -4.0102e-01 -4.0102e-01
 -4.0102e-01 -4.0051e-01 -4.0051e-01 -4.0051e-01 -2.9968e-01 -2.9968e-01
 -2.9968e-01 -1.9980e-01 -1.9980e-01 -1.9980e-01 -1.9980e-01 -6.1263e-03
 -6.1263e-03 -6.1263e-03  1.7723e-01  1.7723e-01]",0.4072992569615113,6.675804423564417
